 ,Image,Area,X,Y,Perim.,Circ.,AR,Round,Solidity,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Eccentr.,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Ext.,Disp.,Elong.,CutAngle
15,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,22984.306,1128.556,1383.550,470.063,1.000,1.173,0.853,1.893,0,1,517650,1129.045,215.145,1578.117,2546.880,833.145,-0.033,-0.007,-1.227,-1.311,60.087,1.923E12,0.008,1.386E-5,3.752E-9,1.520E-10,-9.495E-21,1.147E-13,1.144E-19,4.228,3.497,0.731,60.682
16,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,100072.909,362.439,1311.668,1174.456,0.912,1.179,0.848,1.533,0,1,1689630,372.405,290.503,11823.556,8111.139,-1044.420,-0.064,0.040,-1.379,-1.256,-14.682,3.066E13,0.012,6.356E-6,9.251E-9,2.029E-9,-5.879E-18,5.237E-13,6.533E-18,4.520,4.207,0.313,61.069
17,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,51866.840,618.190,1327.936,775.593,1.000,1.020,0.980,1.472,0,1,932535,610.183,266.079,5284.161,5624.263,-874.038,0.067,0.093,-1.452,-1.431,-50.505,2.957E12,0.012,3.647E-6,2.869E-8,2.020E-10,1.070E-19,-1.005E-13,4.744E-19,4.446,4.209,0.238,44.368
18,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,32428.226,200.893,1352.149,650.192,0.964,1.536,0.651,1.362,0,1,730065,208.241,248.793,5280.747,2685.991,-704.491,-0.174,-0.070,-1.413,-1.624,-14.251,6.365E12,0.011,1.636E-5,4.014E-8,9.226E-9,1.775E-16,3.731E-11,2.394E-18,4.583,4.021,0.561,54.448
19,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,44242.428,1224.652,1320.748,648.595,1.000,1.022,0.979,1.988,0,1,921315,1221.734,279.999,4435.920,3694.911,-855.354,0.130,0.021,-1.336,-1.156,-33.290,3.202E12,0.009,4.095E-6,4.673E-8,2.276E-9,-1.110E-17,-1.531E-12,2.068E-17,4.120,3.783,0.337,60.937
20,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,8503.249,36.320,1364.255,351.095,0.867,1.681,0.595,1.202,0,1,210120,48.213,232.200,425.115,1810.533,-120.368,-0.610,-0.046,-0.940,-1.458,-85.071,415477577854.302,0.011,4.479E-5,3.999E-7,8.546E-8,-1.060E-14,-5.435E-10,1.171E-14,4.795,3.728,1.067,56.038
21,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,40207.221,1037.757,1329.827,649.722,1.000,1.189,0.841,1.480,0,1,708645,1040.002,282.097,4882.915,3848.687,252.005,-0.132,-0.182,-1.405,-1.432,12.991,938001409902.077,0.012,2.636E-6,1.938E-7,6.120E-9,1.821E-16,-1.124E-12,1.063E-16,4.482,4.291,0.191,30.225
22,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,35671.048,1425.545,1328.692,616.335,1.000,1.119,0.894,1.596,0,1,693090,1426.976,274.741,4158.772,3258.274,-406.007,-0.109,-0.116,-1.349,-1.442,-21.021,1.019E12,0.011,3.061E-6,1.291E-7,1.221E-8,4.682E-16,1.767E-11,1.260E-16,4.318,4.080,0.238,44.830
23,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,42944.498,1619.249,1270.808,661.417,1.000,1.145,0.874,1.662,0,1,778515,1616.288,339.536,3464.081,4789.640,26.340,0.041,-0.156,-1.358,-1.297,88.862,1.370E12,0.011,2.904E-6,5.677E-8,5.039E-10,2.615E-18,8.567E-13,-6.502E-19,4.301,4.067,0.234,38.116
24,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,16704.773,2028.980,1311.668,391.674,1.000,1.098,0.911,2.237,0,1,541875,2029.888,293.617,1664.889,1346.074,-416.596,-0.082,-0.133,-1.257,-1.282,-34.531,431251950531.523,0.006,2.710E-6,1.548E-8,5.267E-10,-8.721E-19,8.099E-13,-1.225E-18,3.529,3.088,0.441,71.049
25,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,23579.167,59.776,1259.837,554.068,0.965,1.692,0.591,1.436,0,1,522750,76.425,330.771,985.285,4359.421,-99.665,-0.640,0.257,-0.768,-1.430,-88.310,5.972E12,0.010,4.181E-5,3.246E-8,7.154E-8,3.288E-15,2.838E-10,-1.035E-15,4.741,3.666,1.075,53.214
26,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,13563.861,1938.938,1288.968,404.098,1.000,1.067,0.937,1.454,0,1,451605,1940.079,311.571,1311.108,1447.932,198.700,-0.182,-0.019,-1.453,-1.457,54.499,79775093229.635,0.006,8.661E-7,9.833E-9,3.544E-9,2.073E-17,2.756E-12,-2.796E-18,3.496,3.274,0.221,37.221
27,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,17962.626,1853.814,1250.378,420.136,1.000,1.139,0.878,1.634,0,1,439620,1854.507,347.676,1473.247,1866.042,137.395,-0.039,-0.082,-1.392,-1.270,72.512,101023550697.359,0.008,1.189E-6,3.889E-9,2.425E-9,-6.983E-18,2.248E-12,2.595E-18,3.799,3.590,0.209,36.366
28,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,74163.535,749.849,1171.308,995.441,0.941,1.045,0.957,1.468,0,1,1213035,742.538,437.393,7640.616,7475.244,417.299,0.024,-0.003,-1.476,-1.331,39.396,878117013580.256,0.012,4.920E-7,7.467E-8,5.846E-9,8.195E-17,-3.444E-12,-9.057E-17,4.398,4.317,0.081,40.178
29,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,28285.955,1267.025,1230.705,527.524,1.000,1.176,0.851,1.963,0,1,609705,1275.055,373.532,3039.245,1835.528,-974.586,-0.219,-0.147,-1.253,-1.050,-29.151,3.200E12,0.008,1.412E-5,3.098E-8,5.698E-9,7.206E-17,1.847E-11,-2.321E-17,4.235,3.499,0.736,61.389
30,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,31804.165,165.708,1194.386,650.438,0.945,1.361,0.735,1.459,0,1,806310,155.767,394.617,2497.386,4381.015,-427.623,0.223,0.114,-1.498,-1.346,-77.790,3.451E12,0.009,6.582E-6,4.183E-8,1.437E-9,1.087E-17,3.595E-12,2.445E-18,4.152,3.704,0.448,50.584
31,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,45668.033,1454.676,1189.846,686.289,1.000,1.136,0.880,1.658,0,1,802995,1452.936,405.296,5100.331,3933.858,-264.159,0.047,0.151,-1.393,-1.378,-12.183,1.317E12,0.011,2.543E-6,7.799E-8,2.722E-9,3.702E-17,3.834E-12,-1.421E-17,4.363,4.157,0.206,33.762
32,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,38426.073,910.260,1185.684,664.533,1.000,1.185,0.844,1.608,0,1,728025,907.676,411.488,3946.793,2754.557,-491.831,0.138,0.156,-1.186,-1.240,-19.762,1.739E12,0.009,4.507E-6,6.545E-8,7.761E-9,1.632E-16,1.625E-11,-6.285E-17,4.182,3.843,0.339,44.181
33,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,34081.126,492.206,1178.496,578.413,1.000,1.025,0.976,2.180,0,1,653565,481.678,415.807,2912.130,2562.100,-1528.281,0.159,0.252,-1.164,-0.888,-41.734,6.186E12,0.008,2.216E-5,5.307E-8,6.757E-9,6.330E-17,6.900E-12,1.112E-16,4.390,3.473,0.917,67.371
34,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,27428.874,2052.058,1194.386,566.485,1.000,1.163,0.860,1.344,0,1,654840,2038.594,408.594,3744.729,2895.795,173.751,0.271,-0.171,-1.442,-1.614,11.131,551012447952.241,0.010,1.962E-6,1.450E-8,1.737E-8,-2.158E-17,1.223E-11,2.748E-16,4.209,4.008,0.201,43.952
35,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,19806.753,1779.283,1194.386,423.777,1.000,1.011,0.989,1.797,0,1,492405,1779.724,402.827,1841.076,1837.057,410.589,-0.020,0.127,-1.305,-1.331,44.860,332052958287.603,0.007,2.781E-6,9.166E-9,9.074E-10,7.191E-19,1.512E-12,2.516E-18,3.872,3.544,0.328,40.429
36,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,70463.832,1082.400,1137.258,896.842,1.000,1.386,0.722,1.540,0,1,1146735,1079.108,451.984,9795.693,6222.880,-2181.321,0.024,0.212,-1.379,-1.458,-25.342,3.646E13,0.014,2.418E-5,1.561E-7,2.724E-8,1.635E-15,8.625E-11,-6.954E-16,4.919,4.389,0.531,51.420
37,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,29748.202,1885.972,1149.743,543.163,1.000,1.045,0.957,1.967,0,1,771630,1888.677,443.819,3002.151,2940.824,-388.367,0.096,0.051,-1.464,-1.337,-42.743,468439109663.451,0.008,1.020E-6,2.619E-10,9.816E-10,-3.465E-19,-5.780E-13,-3.573E-19,3.803,3.613,0.190,64.636
38,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,63820.168,537.984,1096.777,822.018,1.000,1.131,0.885,1.659,0,1,1169175,546.816,492.504,6030.461,7952.092,-176.089,-0.212,0.182,-1.405,-1.455,-84.807,4.462E12,0.012,2.792E-6,2.014E-8,1.593E-8,-2.446E-16,1.551E-11,-1.471E-16,4.449,4.246,0.203,52.416
39,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,29788.852,1329.827,1122.881,558.632,1.000,1.126,0.888,1.470,0,1,610215,1326.103,478.204,2822.441,3523.505,62.121,0.023,-0.044,-1.401,-1.463,84.975,309334090024.178,0.010,1.361E-6,7.995E-9,6.783E-11,-4.613E-20,-6.800E-14,-1.916E-20,4.212,4.049,0.163,24.697
40,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,28066.675,1694.915,1141.419,538.516,1.000,1.316,0.760,1.689,0,1,637245,1690.719,463.414,3439.370,1854.130,185.759,0.068,-0.228,-1.336,-1.185,6.595,1.689E12,0.008,6.528E-6,4.122E-8,3.139E-9,2.307E-17,7.353E-12,2.726E-17,4.121,3.663,0.459,49.588
41,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,18104.614,62.424,1136.501,476.630,1.000,1.190,0.840,1.463,0,1,467415,75.580,468.897,1169.004,2361.228,-251.672,-0.604,-0.102,-0.842,-1.547,-78.556,782804375207.177,0.008,7.666E-6,2.843E-9,8.860E-9,-1.176E-17,-2.183E-11,-4.288E-17,4.048,3.493,0.555,53.894
42,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,69621.637,260.669,1085.427,939.810,0.991,1.585,0.631,1.608,0,1,1342320,259.973,513.865,12925.454,4463.722,-710.064,0.032,-0.049,-1.436,-1.373,-4.764,9.882E13,0.013,4.086E-5,2.428E-9,8.793E-10,8.409E-19,5.536E-12,9.711E-19,4.954,4.174,0.780,65.140
43,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,42900.985,1527.694,1078.995,702.670,1.000,1.092,0.916,1.510,0,1,844050,1536.304,524.624,5481.480,4301.121,-1194.849,-0.129,0.024,-1.563,-1.462,-31.857,5.996E12,0.012,9.972E-6,1.114E-7,8.621E-9,-2.516E-16,-4.802E-12,-9.005E-17,4.562,4.159,0.403,38.095
44,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,24767.744,1912.076,1082.022,513.886,1.000,1.019,0.981,1.901,0,1,634950,1916.661,520.247,2579.392,2321.872,-946.725,-0.251,-0.083,-1.294,-1.259,-41.127,2.319E12,0.008,9.057E-6,1.581E-8,2.552E-9,1.616E-18,-5.642E-12,-1.613E-17,4.103,3.510,0.594,66.900
45,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,58324.431,1164.119,1042.297,831.523,1.000,1.155,0.866,1.619,0,1,983025,1168.762,574.787,7266.499,5177.599,-2144.192,-0.096,-0.200,-1.466,-1.329,-32.014,2.237E13,0.013,2.355E-5,2.002E-7,3.598E-10,2.052E-18,-1.746E-12,-2.262E-18,4.810,4.228,0.583,49.666
46,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,9931.144,2041.843,1100.182,313.008,1.000,1.246,0.803,1.792,0,1,327675,2042.368,493.862,1105.048,743.990,114.362,-0.061,0.208,-1.247,-1.304,16.177,59859020426.257,0.006,1.701E-6,2.848E-8,1.542E-9,1.010E-17,1.453E-12,-1.548E-18,3.477,3.137,0.340,47.601
47,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,8440.270,1993.795,1080.887,303.023,1.000,1.077,0.929,1.727,0,1,295545,1990.834,523.278,831.797,738.989,158.673,0.077,-0.221,-1.307,-1.320,36.849,32309541376.105,0.005,1.252E-6,2.639E-8,2.268E-10,5.253E-19,-2.454E-13,1.789E-19,3.366,3.057,0.308,21.005
48,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,55893.459,1735.396,989.331,769.401,1.000,1.291,0.775,1.663,0,1,1128885,1732.323,613.460,4612.840,8155.488,-545.820,0.007,-0.021,-1.390,-1.521,-81.437,1.551E13,0.011,1.078E-5,6.658E-9,1.978E-9,-7.051E-18,6.393E-12,1.337E-18,4.547,4.116,0.431,56.954
49,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,10635.359,1669.567,1063.862,331.320,1.000,1.116,0.896,1.594,0,1,296820,1668.556,535.752,909.939,1322.666,-159.277,-0.083,-0.074,-1.267,-1.476,-71.169,80681785340.853,0.008,3.085E-6,1.259E-7,1.926E-8,-8.557E-16,-3.207E-11,4.088E-16,3.894,3.551,0.343,22.724
50,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,19933.282,2089.891,1013.166,539.594,0.860,1.882,0.531,1.210,0,1,501330,2086.847,584.387,1574.539,3945.026,-338.073,0.201,0.158,-1.642,-1.365,-82.040,3.046E12,0.011,2.418E-5,9.082E-9,2.626E-8,-2.917E-16,1.127E-10,2.817E-16,4.673,3.980,0.693,57.948
51,MAX_File_131_09-20-18_DYM_3_6_SenN_Chat-g_CGRP-r_CalbD28-m_Hu-b_PC...3_20x_z2.lif - TileScan_001_Merging002_ProjMax001_AdjustClr001-watershed-lines.tif,29725.873,1371.822,1016.949,575.475,1.000,1.073,0.932,1.663,0,1,672945,1374.665,581.894,2934.431,2543.139,-879.618,-0.190,0.059,-1.355,-1.124,-38.730,2.186E12,0.008,7.172E-6,4.229E-8,6.254E-10,-1.635E-18,-1.675E-12,-2.770E-18,4.115,3.622,0.493,57.163
